"ID","X","Y","Elevation","Elevation (S12E022.hgt)","Elevation (S12E023.hgt)","Elevation (S13E022.hgt)","Elevation (S14E022.hgt)","Elevation (S14E023.hgt)","Elevation (S15E022.hgt)","Elevation (S15E023.hgt)","Elevation (S16E022.hgt)","Elevation (S16E023.hgt)","Elevation (S16E028.hgt)","Elevation (S16E029.hgt)","Elevation (S16E030.hgt)","Elevation (S16E031.hgt)","Elevation (S16E032.hgt)","Elevation (S16E033.hgt)","Elevation (S17E023.hgt)","Elevation (S17E027.hgt)","Elevation (S17E028.hgt)","Elevation (S17E033.hgt)","Elevation (S17E034.hgt)","Elevation (S18E023.hgt)","Elevation (S18E024.hgt)","Elevation (S18E025.hgt)","Elevation (S18E026.hgt)","Elevation (S18E027.hgt)","Elevation (S18E034.hgt)","Elevation (S18E035.hgt)","Elevation (S19E025.hgt)","Elevation (S19E026.hgt)","Elevation (S19E035.hgt)","Elevation (S19E036.hgt)","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
428,23.0167872970,-11.7762980981,1084.061,N/A,1084.061 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,165.19,84015.9,165.19,84020.1,0.2,0.4%,397
429,23.0181716063,-11.7772095197,1082.053,N/A,1082.053 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,181.46,84197.3,181.48,84201.6,0.6,1.1%,398
430,23.0216243571,-11.7788590761,1078.211,N/A,1078.211 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,418.23,84615.6,418.24,84619.8,0.5,0.9%,399
431,23.0247084037,-11.7812325692,1085.095,N/A,1085.095 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,426.52,85042.1,426.58,85046.4,0.9,1.6%,400
432,23.0250234880,-11.7833750141,1081.182,N/A,1081.182 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,239.47,85281.6,239.51,85285.9,0.9,1.6%,401
433,23.0229867775,-11.7855148581,1078.092,N/A,1078.092 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,324.51,85606.1,324.52,85610.4,0.5,1.0%,402
434,23.0215380598,-11.7860749060,1079.955,N/A,1079.955 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,169.61,85775.7,169.62,85780.1,0.6,1.1%,402
435,23.0185253476,-11.7872395427,1082.399,N/A,1082.399 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,352.72,86128.4,352.73,86132.8,0.4,0.7%,403
436,23.0116847979,-11.7846491718,1080.519,N/A,1080.519 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,798.71,86927.1,798.71,86931.5,0.1,0.2%,404
437,23.0053509891,-11.7795518340,1082.657,N/A,1082.657 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,891.34,87818.4,891.34,87822.9,0.1,0.2%,405
438,23.0034278598,-11.7811341861,1077.63,N/A,1077.63 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,273.08,88091.5,273.13,88096,1.1,1.8%,406
439,23.0001298077,-11.7816883446,1081.871,1082.182 ,1081.871 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,364.64,88456.2,364.67,88460.6,0.7,1.2%,406
440,22.9944336950,-11.7826453645,1079.479,1079.479 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,629.78,89085.9,629.78,89090.4,0.2,0.4%,407
441,22.9894233576,-11.7860282801,1081.686,1081.686 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,661.99,89747.9,661.99,89752.4,0.2,0.3%,408
442,22.9881712377,-11.7880701289,1080.942,1080.942 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,263.89,90011.8,263.9,90016.3,0.2,0.3%,409
443,22.9879875879,-11.7911339925,1079.612,1079.612 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,339.52,90351.3,339.52,90355.8,0.2,0.4%,410
444,22.9881092609,-11.7957000555,1077.563,1077.563 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,505.28,90856.6,505.28,90861.1,0.2,0.4%,411
445,22.9877396044,-11.7982052093,1077.955,1077.955 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,280.03,91136.7,280.04,91141.1,0.1,0.1%,411
446,22.9860897995,-11.8093855524,1080.144,1080.144 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1249.8,92386.4,1249.8,92390.9,0.1,0.2%,412
447,22.9848657797,-11.8120414107,1085.042,1085.042 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,322.66,92709.1,322.69,92713.6,0.9,1.5%,413
448,22.9826128297,-11.8114145736,1085.284,1085.284 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,255.13,92964.2,255.13,92968.7,0.1,0.1%,414
449,22.9778780588,-11.8052751559,1077.643,1077.643 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,852.93,93817.1,852.96,93821.7,0.5,0.9%,414
450,22.9776237442,-11.8049453894,1078.65,1078.65 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.813,93863,45.824,93867.5,1.3,2.2%,415
451,22.9743029792,-11.8023436979,1079.842,1079.842 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,462.39,94325.3,462.39,94329.9,0.1,0.3%,416
452,22.9719549364,-11.8020536818,1081.948,1081.948 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,257.9,94583.2,257.9,94587.8,0.5,0.8%,417
453,22.9691899419,-11.8026141630,1075.895,1075.895 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,307.65,94890.9,307.7,94895.5,1.1,2.0%,418
454,22.9673125635,-11.8035663975,1079.45,1079.45 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,230.12,95121,230.15,95125.7,0.9,1.5%,419
455,22.9660337075,-11.8043907667,1083.109,1083.109 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,166.55,95287.6,166.59,95292.3,1.3,2.2%,420
456,22.9656244836,-11.8060161787,1080.532,1080.532 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185.25,95472.8,185.27,95477.5,0.8,1.4%,421
457,22.9656648435,-11.8080310176,1079.026,1079.026 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,222.93,95695.7,222.93,95700.5,0.4,0.7%,422
458,22.9645877327,-11.8116869997,1079.103,1079.103 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,421.12,96116.9,421.12,96121.6,0.0,0.0%,423
459,22.9614668931,-11.8132349456,1077.752,1077.752 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,380.78,96497.6,380.78,96502.4,0.2,0.4%,423
460,22.9587225699,-11.8145960980,1078.051,1078.051 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,334.83,96832.5,334.83,96837.2,0.1,0.1%,424
461,22.9554125014,-11.8182508604,1077.31,1077.31 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,541.82,97374.3,541.82,97379,0.1,0.1%,425
462,22.9531276655,-11.8239535900,1075.691,1075.691 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,678.2,98052.5,678.2,98057.2,0.1,0.2%,426
463,22.9519757132,-11.8340657294,1078.452,1078.452 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1125.6,99178.1,1125.6,99182.9,0.1,0.2%,426
464,22.9519228145,-11.8345300779,1079.236,1079.236 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51.689,99229.8,51.695,99234.6,0.9,1.5%,427
465,22.9494235180,-11.8388182588,1074.84,1074.84 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,546.98,99776.8,547,99781.6,0.5,0.8%,428
466,22.9485890499,-11.8430401500,1074.948,1074.948 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,475.8,100252.6,475.8,100257.4,0.0,0.0%,429
467,22.9486523517,-11.8481173433,1079.519,1079.519 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,561.69,100814.3,561.71,100819.1,0.5,0.8%,430
468,22.9444407091,-11.8543568092,1076.042,1076.042 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,828.85,101643.1,828.86,101647.9,0.2,0.4%,431
469,22.9441335849,-11.8562810700,1075.556,1075.556 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,215.48,101858.6,215.48,101863.4,0.1,0.2%,431
470,22.9435449979,-11.8599687525,1071.282,1071.282 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,412.95,102271.6,412.97,102276.4,0.6,1.0%,432
471,22.9414003658,-11.8632506673,1075.718,1075.718 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,431.75,102703.3,431.77,102708.2,0.6,1.0%,433
472,22.9357449700,-11.8665487186,1075.162,1075.162 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,716.1,103419.4,716.1,103424.3,0.0,0.1%,434
473,22.9337644831,-11.8651283017,1076.125,1076.125 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,266.93,103686.3,266.93,103691.2,0.2,0.4%,435
474,22.9317421402,-11.8583568119,1074.258,1074.258 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,780.81,104467.1,780.81,104472,0.1,0.2%,436
475,22.9312484069,-11.8579248574,1076.017,1076.017 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.954,104539.1,71.975,104544,1.4,2.4%,436
476,22.9294451062,-11.8563471843,1081.168,1081.168 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,262.8,104801.9,262.85,104806.8,1.1,2.0%,437
477,22.9284081241,-11.8564502190,1080.744,1080.744 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,113.56,104915.5,113.56,104920.4,0.2,0.4%,438
478,22.9264003973,-11.8572117617,1075.754,1075.754 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,234.42,105149.9,234.47,105154.9,1.2,2.1%,439
479,22.9232259008,-11.8592968958,1073.238,1073.238 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,415.75,105565.6,415.75,105570.6,0.3,0.6%,440
480,22.9149658166,-11.8641289809,1072.959,1072.959 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1046.8,106612.4,1046.8,106617.4,0.0,0.0%,441
481,22.9094533789,-11.8649342545,1076.867,1076.867 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,607.19,107219.6,607.2,107224.6,0.4,0.6%,441
482,22.9080684742,-11.8651365546,1076.817,1076.817 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,152.54,107372.1,152.54,107377.1,0.0,0.0%,442
483,22.9054116476,-11.8669968712,1079.953,1079.953 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,355.17,107727.3,355.19,107732.3,0.5,0.9%,443
484,22.9044529589,-11.8698110612,1076.727,1076.727 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,328.37,108055.7,328.38,108060.7,0.6,1.0%,444
485,22.9043792282,-11.8724354185,1077.022,1077.022 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,290.42,108346.1,290.42,108351.1,0.1,0.1%,445
486,22.9023983955,-11.8752984842,1073.673,1073.673 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,383.26,108729.4,383.27,108734.4,0.5,0.9%,446
487,22.8976467751,-11.8710021998,1075.165,1075.165 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,702.77,109432.1,702.78,109437.2,0.1,0.2%,447
488,22.8949198700,-11.8698250077,1077.288,1077.288 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,324.39,109756.5,324.4,109761.6,0.4,0.7%,448
489,22.8936176285,-11.8700227564,1075.65,1075.65 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,143.56,109900.1,143.57,109905.1,0.7,1.1%,448
490,22.8917834249,-11.8703012756,1077.703,1077.703 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,202.21,110102.3,202.22,110107.4,0.6,1.0%,449
491,22.8900773535,-11.8730989525,1076.063,1076.063 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,361.02,110463.3,361.02,110468.4,0.3,0.5%,450
492,22.8800048478,-11.8756175607,1073.787,1073.787 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1132.2,111595.5,1132.2,111600.6,0.1,0.2%,451
493,22.8737197920,-11.8741354490,1073.132,1073.132 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,704.13,112299.7,704.13,112304.7,0.1,0.1%,452
494,22.8716642909,-11.8744358274,1070.335,1070.335 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,226.4,112526.1,226.42,112531.2,0.7,1.2%,453
495,22.8712576375,-11.8747226453,1072.466,1072.466 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54.495,112580.6,54.537,112585.7,2.2,3.9%,453
496,22.8674895053,-11.8773803265,1072.747,1072.747 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,504.96,113085.5,504.96,113090.7,0.0,0.1%,454
497,22.8634280280,-11.8804743870,1073.52,1073.52 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,559.42,113645,559.43,113650.1,0.1,0.1%,455
498,22.8576602091,-11.8795868119,1074.622,1074.622 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,636.03,114281,636.03,114286.1,0.1,0.2%,456
499,22.8548822167,-11.8801878115,1076.646,1076.646 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,309.88,114590.9,309.89,114596,0.4,0.7%,457
500,22.8531514208,-11.8817601425,1074.155,1074.155 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,256.54,114847.4,256.55,114852.6,0.6,1.0%,458
501,22.8525468106,-11.8841720403,1077.75,1077.75 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,274.82,115122.2,274.84,115127.4,0.7,1.3%,459
502,22.8533766841,-11.8851245256,1075.658,1075.658 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,138.84,115261.1,138.86,115266.3,0.9,1.5%,459
