"ID","X","Y","Elevation","Elevation (S12E022.hgt)","Elevation (S12E023.hgt)","Elevation (S13E022.hgt)","Elevation (S14E022.hgt)","Elevation (S14E023.hgt)","Elevation (S15E022.hgt)","Elevation (S15E023.hgt)","Elevation (S16E022.hgt)","Elevation (S16E023.hgt)","Elevation (S16E028.hgt)","Elevation (S16E029.hgt)","Elevation (S16E030.hgt)","Elevation (S16E031.hgt)","Elevation (S16E032.hgt)","Elevation (S16E033.hgt)","Elevation (S17E023.hgt)","Elevation (S17E027.hgt)","Elevation (S17E028.hgt)","Elevation (S17E033.hgt)","Elevation (S17E034.hgt)","Elevation (S18E023.hgt)","Elevation (S18E024.hgt)","Elevation (S18E025.hgt)","Elevation (S18E026.hgt)","Elevation (S18E027.hgt)","Elevation (S18E034.hgt)","Elevation (S18E035.hgt)","Elevation (S19E025.hgt)","Elevation (S19E026.hgt)","Elevation (S19E035.hgt)","Elevation (S19E036.hgt)","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
1563,25.1544817753,-17.7292732742,927.755,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,927.755 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.5,1077556.9,2680.5,1077568.9,0.0,0.0%,1161
1564,25.1723269582,-17.7464232420,928.904,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,928.904 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.5,1080237.4,2680.5,1080249.4,0.0,0.0%,1161
1565,25.1826955874,-17.7563863373,931.273,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,931.273 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1557.3,1081794.6,1557.3,1081806.6,0.1,0.2%,1162
1566,25.1884418248,-17.7649113926,929.168,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,929.168 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1123.2,1082917.9,1123.2,1082929.8,0.1,0.2%,1162
1567,25.1902648124,-17.7676158218,926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,926 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,356.32,1083274.2,356.33,1083286.2,0.5,0.9%,1163
1568,25.2048433303,-17.7721415075,925.651,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,925.651 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1625,1084899.2,1625,1084911.2,0.0,0.0%,1164
1569,25.2113362446,-17.7710453613,926.887,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,926.887 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,699.12,1085598.3,699.12,1085610.3,0.1,0.2%,1164
1570,25.2234475833,-17.7690002325,924,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,924 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1304.1,1086902.4,1304.1,1086914.4,0.1,0.2%,1165
1571,25.2349141480,-17.7748278388,924.082,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,924.082 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1376.4,1088278.8,1376.4,1088290.8,0.0,0.0%,1165
1572,25.2413731660,-17.7781101176,923,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,923 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,775.28,1089054.1,775.28,1089066.1,0.1,0.1%,1166
1573,25.2562540100,-17.7877577343,923,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,923 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1905.2,1090959.3,1905.2,1090971.3,0.0,0.0%,1166
1574,25.2580865077,-17.7889457030,923,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,923 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,234.61,1091193.9,234.61,1091205.9,0.0,0.0%,1167
1575,25.2728076233,-17.7982756914,923,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,923 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1871.5,1093065.4,1871.5,1093077.4,0.0,0.0%,1168
1576,25.2769552967,-17.8016142553,924.225,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,924.225 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,574.38,1093639.8,574.38,1093651.8,0.1,0.2%,1168
1577,25.2963124622,-17.8171942935,926.575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,926.575 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.5,1096320.3,2680.5,1096332.3,0.1,0.1%,1168
1578,25.3112839735,-17.8292416575,923.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,923.91 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2072.9,1098393.2,2072.9,1098405.2,0.1,0.1%,1169
1579,25.3165879066,-17.8313225069,925.213,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,925.213 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,607.59,1099000.8,607.59,1099012.8,0.1,0.2%,1169
1580,25.3364700926,-17.8391216380,925.251,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,925.251 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2277.5,1101278.3,2277.5,1101290.3,0.0,0.0%,1170
1581,25.3402112117,-17.8384736745,923.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,923.38 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,402.99,1101681.3,403,1101693.3,0.3,0.5%,1170
1582,25.3650944968,-17.8341627730,920,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,920 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.5,1104361.8,2680.5,1104373.8,0.1,0.1%,1170
1583,25.3681423487,-17.8336346202,926.796,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,926.796 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,328.33,1104690.1,328.4,1104702.2,1.2,2.1%,1171
1584,25.3872190440,-17.8444905040,923.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,923.92 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2352.2,1107042.3,2352.2,1107054.4,0.1,0.1%,1171
1585,25.3921519202,-17.8472973055,921.763,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,921.763 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,608.19,1107650.5,608.19,1107662.6,0.2,0.4%,1172
1586,25.4116377185,-17.8488230148,916,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,916 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2072.3,1109722.7,2072.3,1109734.9,0.2,0.3%,1172
1587,25.4241012946,-17.8497980470,915,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,915 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1325.5,1111048.2,1325.5,1111060.3,0.0,0.1%,1173
1588,25.4365219272,-17.8469007815,921.656,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,921.656 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1355,1112403.2,1355,1112415.4,0.3,0.5%,1173
1589,25.4465976842,-17.8445498983,916.319,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,916.319 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1099.2,1113502.5,1099.2,1113514.6,0.3,0.5%,1174
1590,25.4614331445,-17.8460501850,913,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,913 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1581.3,1115083.7,1581.3,1115095.9,0.1,0.2%,1174
1591,25.4655906290,-17.8464704925,913.471,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,913.471 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,443.13,1115526.9,443.13,1115539,0.1,0.1%,1175
1592,25.4840330605,-17.8505627575,912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,912 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2006.6,1117533.4,2006.6,1117545.6,0.0,0.1%,1176
1593,25.4860149866,-17.8514258727,911.845,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,911.845 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,230.77,1117764.2,230.77,1117776.4,0.0,0.1%,1176
1594,25.4993561157,-17.8572354169,911,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,911 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1553.4,1119317.6,1553.4,1119329.7,0.0,0.1%,1177
1595,25.5090534019,-17.8614152140,910,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,910 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1127.1,1120444.7,1127.1,1120456.8,0.1,0.1%,1177
1596,25.5154232423,-17.8641604842,911.008,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,911.008 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,740.34,1121185,740.34,1121197.2,0.1,0.1%,1178
1597,25.5304543207,-17.8541558142,914.552,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,914.552 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1940.1,1123125.2,1940.2,1123137.3,0.1,0.2%,1178
1598,25.5451032105,-17.8444033560,911.029,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,911.029 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1891,1125016.2,1891,1125028.4,0.1,0.2%,1179
1599,25.5517023129,-17.8410963801,913.284,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,913.284 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,789.47,1125805.7,789.47,1125817.8,0.2,0.3%,1179
1600,25.5603067935,-17.8367839995,905.632,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,905.632 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1029.4,1126835.1,1029.4,1126847.3,0.4,0.7%,1180
1601,25.5758135116,-17.8381890034,904,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,904 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1651.1,1128486.2,1651.1,1128498.4,0.1,0.1%,1180
1602,25.5894624185,-17.8394247032,903,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,903 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1453.2,1129939.4,1453.2,1129951.6,0.0,0.1%,1181
1603,25.6010396696,-17.8393239929,902.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,902.61 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1227.2,1131166.7,1227.2,1131178.8,0.0,0.0%,1181
1604,25.6260722747,-17.8391045188,901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,901 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2653.6,1133820.2,2653.6,1133832.4,0.0,0.1%,1182
1605,25.6263151630,-17.8390338334,901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,901 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.909,1133847.2,26.909,1133859.3,0.0,0.0%,1182
1606,25.6491172563,-17.8323971572,901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,901 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2526.2,1136373.4,2526.2,1136385.6,0.0,0.0%,1183
1607,25.6501382883,-17.8314040452,901.455,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,901.455 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,154.26,1136527.6,154.26,1136539.8,0.2,0.3%,1183
1608,25.6663460635,-17.8156382993,901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,901 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2448.9,1138976.5,2448.9,1138988.7,0.0,0.0%,1184
1609,25.6683835733,-17.8148827398,901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,901 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,231.63,1139208.1,231.63,1139220.3,0.0,0.0%,1184
1610,25.6804501447,-17.8104078224,902.468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,902.468 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1371.8,1140579.9,1371.8,1140592.1,0.1,0.1%,1185
1611,25.6913988359,-17.8099459694,901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,901 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1161.9,1141741.8,1161.9,1141754,0.1,0.1%,1186
1612,25.6926096481,-17.8105899812,901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,901 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,146.83,1141888.6,146.83,1141900.8,0.0,0.0%,1186
1613,25.7009248106,-17.8150124958,901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,901 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1008.3,1142896.9,1008.3,1142909.1,0.0,0.0%,1187
1614,25.6993666342,-17.8300469931,900,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,900 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1672.2,1144569.1,1672.2,1144581.3,0.0,0.1%,1187
1615,25.6992238124,-17.8314249789,900,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,900 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,153.26,1144722.4,153.26,1144734.6,0.0,0.0%,1188
1616,25.7103546669,-17.8395612047,899.451,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,899.451 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1484.3,1146206.7,1484.3,1146218.8,0.0,0.0%,1189
1617,25.7200796032,-17.8409932959,898.421,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,898.421 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1043,1147249.6,1043,1147261.8,0.1,0.1%,1189
1618,25.7450740802,-17.8446727099,895.855,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,895.855 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.5,1149930.1,2680.5,1149942.3,0.1,0.1%,1189
1619,25.7612702683,-17.8470555432,895.306,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,895.306 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1736.9,1151667,1736.9,1151679.2,0.0,0.0%,1190
1620,25.7688017344,-17.8516012467,893,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,893 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,943.61,1152610.6,943.61,1152622.8,0.1,0.2%,1190
1621,25.7850499348,-17.8614067309,892,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,892 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2035.6,1154646.2,2035.6,1154658.4,0.0,0.0%,1191
1622,25.7877668069,-17.8666204601,891,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,891 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,644.9,1155291.1,644.9,1155303.3,0.1,0.2%,1191
1623,25.7942369289,-17.8790357616,890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,890 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1535.7,1156826.8,1535.7,1156839,0.0,0.1%,1192
1624,25.8037903754,-17.8838636056,890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,890 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1144.8,1157971.6,1144.8,1157983.8,0.0,0.0%,1192
1625,25.8123185787,-17.8881727569,890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,890 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1021.9,1158993.4,1021.9,1159005.6,0.0,0.0%,1193
1626,25.8272767827,-17.8925838897,892,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,892 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1658.6,1160652.1,1658.6,1160664.2,0.1,0.1%,1193
1627,25.8426122293,-17.8971048669,887,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,887 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1700.4,1162352.4,1700.4,1162364.6,0.2,0.3%,1194
1628,25.8470867492,-17.9048554191,886.086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,886.086 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,980.14,1163332.5,980.14,1163344.7,0.1,0.1%,1194
1629,25.8539532262,-17.9167479499,889.914,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,889.914 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1504,1164836.5,1504,1164848.7,0.1,0.3%,1195
1630,25.8561249683,-17.9220921537,886,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,886 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,634.67,1165471.2,634.69,1165483.4,0.4,0.6%,1196
1631,25.8583921595,-17.9261540989,885.457,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,885.457 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,509.72,1165980.9,509.72,1165993.1,0.1,0.1%,1197
1632,25.8583573542,-17.9264425440,872.587,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.137,1166013,34.618,1166027.7,21.8,40.0%,1197
1633,25.8581667907,-17.9280218122,802.126,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,802.126 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,175.95,1166189,189.54,1166217.3,21.8,40.0%,1198
1634,25.8553741512,-17.9288239237,822.277,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,308.91,1166497.9,309.56,1166526.8,3.7,6.5%,1199
1635,25.8520998408,-17.9288926818,844.912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,346.99,1166844.9,347.73,1166874.6,3.7,6.5%,1200
1636,25.8484869333,-17.9294206071,870.172,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,387.21,1167232.1,388.03,1167262.6,3.7,6.5%,1201
1637,25.8469159038,-17.9299193019,881.611,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,881.611 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,175.36,1167407.5,175.73,1167438.3,3.7,6.5%,1202
