"ID","X","Y","Elevation","Elevation (S18E023.hgt)","Elevation (S18E024.hgt)","Elevation (S18E025.hgt)","Elevation (S18E026.hgt)","Elevation (S18E027.hgt)","Elevation (S18E034.hgt)","Elevation (S18E035.hgt)","Elevation (S19E026.hgt)","Elevation (S19E035.hgt)","Elevation (S19E036.hgt)","Elevation (S12E022.hgt)","Elevation (S12E023.hgt)","Elevation (S13E022.hgt)","Elevation (S14E022.hgt)","Elevation (S14E023.hgt)","Elevation (S15E022.hgt)","Elevation (S15E023.hgt)","Elevation (S16E022.hgt)","Elevation (S16E023.hgt)","Elevation (S16E028.hgt)","Elevation (S16E029.hgt)","Elevation (S16E030.hgt)","Elevation (S16E031.hgt)","Elevation (S16E032.hgt)","Elevation (S16E033.hgt)","Elevation (S17E023.hgt)","Elevation (S17E027.hgt)","Elevation (S17E028.hgt)","Elevation (S17E033.hgt)","Elevation (S17E034.hgt)","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
2300,30.8942109600,-15.6536467461,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1921979.1,2680.6,1923454.5,0.0,0.0%,1583
2301,30.9177561964,-15.6617949778,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1924659.7,2680.6,1926135.1,0.0,0.0%,1583
2302,30.9413032926,-15.6699406804,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1927340.3,2680.6,1928815.7,0.0,0.0%,1583
2303,30.9513972706,-15.6734318897,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1149,1928489.3,1149,1929964.7,0.0,0.0%,1584
2304,30.9654649650,-15.6758422157,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1531.5,1930020.8,1531.5,1931496.3,0.0,0.0%,1584
2305,30.9900876399,-15.6800594023,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1932701.4,2680.6,1934176.9,0.0,0.0%,1584
2306,31.0147113226,-15.6842738248,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1935382,2680.6,1936857.4,0.0,0.0%,1584
2307,31.0393360128,-15.6884854824,332.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,332.12 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1938062.6,2680.6,1939538.1,0.3,0.6%,1584
2308,31.0639617102,-15.6926943741,340.288,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,340.288 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1940743.2,2680.6,1942218.7,0.2,0.3%,1584
2309,31.0885884144,-15.6969004990,324.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,324.33 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1943423.8,2680.6,1944899.3,0.3,0.6%,1584
2310,31.1132161252,-15.7011038563,329.503,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,329.503 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1946104.3,2680.6,1947579.9,0.1,0.2%,1584
2311,31.1378448421,-15.7053044451,319.849,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,319.849 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1948784.9,2680.6,1950260.5,0.2,0.4%,1584
2312,31.1591438723,-15.7089349547,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2318.1,1951103,2318.1,1952578.6,0.1,0.1%,1585
2313,31.1624920739,-15.7084748347,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,362.48,1951465.5,362.48,1952941.1,0.0,0.0%,1585
2314,31.1872521041,-15.7050719073,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1954146.1,2680.6,1955621.7,0.0,0.0%,1585
2315,31.2120113127,-15.7016661751,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1956826.7,2680.6,1958302.2,0.0,0.0%,1585
2316,31.2367696991,-15.6982576387,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1959507.3,2680.6,1960982.8,0.0,0.0%,1585
2317,31.2615272629,-15.6948462991,322.331,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,322.331 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1962187.9,2680.6,1963663.4,0.1,0.2%,1585
2318,31.2862840037,-15.6914321568,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1964868.4,2680.6,1966344,0.1,0.2%,1585
2319,31.3110399081,-15.6880151686,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1967549,2680.6,1969024.6,0.0,0.0%,1585
2320,31.3357949802,-15.6845953512,338.923,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,338.923 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1970229.6,2680.7,1971705.3,0.5,0.8%,1585
2321,31.3605492278,-15.6811727334,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1972910.2,2680.7,1974385.9,0.5,0.8%,1585
2322,31.3853026506,-15.6777473160,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1975590.8,2680.6,1977066.5,0.0,0.0%,1585
2323,31.4100552480,-15.6743190996,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1978271.4,2680.6,1979747.1,0.0,0.0%,1585
2324,31.4348070196,-15.6708880850,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1980951.9,2680.6,1982427.7,0.0,0.0%,1585
2325,31.4595579649,-15.6674542730,318.026,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,318.026 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1983632.5,2680.6,1985108.3,0.0,0.0%,1585
2326,31.4843080834,-15.6640176642,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1986313.1,2680.6,1987788.9,0.0,0.0%,1585
2327,31.5090573749,-15.6605782595,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1988993.7,2680.6,1990469.4,0.0,0.0%,1585
2328,31.5338058386,-15.6571360595,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1991674.3,2680.6,1993150,0.0,0.0%,1585
2329,31.5397724602,-15.6563060220,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,646.27,1992320.5,646.27,1993796.3,0.0,0.0%,1586
2330,31.5587465411,-15.6562833505,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2034.3,1994354.9,2034.3,1995830.6,0.0,0.0%,1586
2331,31.5837483671,-15.6562513178,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1997035.4,2680.6,1998511.2,0.0,0.0%,1586
2332,31.6087501849,-15.6562164326,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,1999716,2680.6,2001191.8,0.0,0.0%,1586
2333,31.6337519940,-15.6561786949,332.005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,332.005 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2002396.6,2680.6,2003872.4,0.3,0.6%,1586
2334,31.6587537935,-15.6561381048,318.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,318.22 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2005077.2,2680.6,2006553,0.3,0.5%,1586
2335,31.6837555828,-15.6560946623,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2007757.8,2680.6,2009233.6,0.0,0.0%,1586
2336,31.7087573612,-15.6560483673,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2010438.4,2680.6,2011914.2,0.0,0.0%,1586
2337,31.7337591280,-15.6559992199,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2013119,2680.6,2014594.8,0.0,0.0%,1586
2338,31.7587608825,-15.6559472201,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2015799.5,2680.6,2017275.4,0.0,0.0%,1586
2339,31.7837626240,-15.6558923679,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2018480.1,2680.6,2019956,0.0,0.0%,1586
2340,31.8087643519,-15.6558346633,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2021160.7,2680.6,2022636.5,0.0,0.0%,1586
2341,31.8337660653,-15.6557741063,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2023841.3,2680.6,2025317.1,0.0,0.0%,1586
2342,31.8587677637,-15.6557106970,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2026521.9,2680.6,2027997.7,0.0,0.0%,1586
2343,31.8837694464,-15.6556444353,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2029202.5,2680.6,2030678.3,0.0,0.0%,1586
2344,31.9087711125,-15.6555753212,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2031883,2680.6,2033358.9,0.0,0.0%,1586
2345,31.9337727616,-15.6555033549,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2034563.6,2680.6,2036039.5,0.0,0.0%,1586
2346,31.9587743928,-15.6554285362,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2037244.2,2680.6,2038720,0.0,0.0%,1586
2347,31.9837760055,-15.6553508653,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2039924.8,2680.6,2041400.6,0.0,0.0%,1586
2348,32.0087775989,-15.6552703421,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2042605.4,2680.6,2044081.2,0.0,0.0%,1586
2349,32.0337791724,-15.6551869666,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2045286,2680.6,2046761.8,0.0,0.0%,1586
2350,32.0587807254,-15.6551007389,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2047966.6,2680.6,2049442.4,0.0,0.0%,1586
2351,32.0837822570,-15.6550116590,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2050647.1,2680.6,2052123,0.0,0.0%,1586
2352,32.1087837666,-15.6549197268,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2053327.7,2680.6,2054803.6,0.0,0.0%,1586
2353,32.1337852535,-15.6548249425,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2056008.3,2680.6,2057484.1,0.0,0.0%,1586
2354,32.1587867171,-15.6547273061,430.442,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,430.442 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2058688.9,2683,2060167.1,2.4,4.2%,1586
2355,32.1837881566,-15.6546268175,382.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,382.33 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2061369.5,2681,2062848.1,1.0,1.8%,1586
2356,32.2087895713,-15.6545234768,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2064050.1,2681.4,2065529.5,1.4,2.4%,1586
2357,32.2337909605,-15.6544172840,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2066730.6,2680.6,2068210.1,0.0,0.0%,1586
2358,32.2458743872,-15.6543652999,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,1295.6,2068026.2,1295.6,2069505.7,0.0,0.0%,1587
2359,32.2570068918,-15.6480163256,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,1385,2069411.2,1385,2070890.7,0.0,0.0%,1587
2360,32.2785513953,-15.6357274347,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2072091.8,2680.6,2073571.3,0.0,0.0%,1587
2361,32.3000933283,-15.6234364145,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2074772.4,2680.6,2076251.8,0.0,0.0%,1587
2362,32.3216326927,-15.6111432671,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2077453,2680.6,2078932.4,0.0,0.0%,1587
2363,32.3431694906,-15.5988479944,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2080133.6,2680.6,2081613,0.0,0.0%,1587
2364,32.3647037238,-15.5865505984,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2082814.1,2680.6,2084293.6,0.0,0.0%,1587
2365,32.3862353945,-15.5742510812,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2085494.7,2680.6,2086974.2,0.0,0.0%,1587
2366,32.3970669802,-15.5680628596,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,1348.6,2086843.3,1348.6,2088322.8,0.0,0.0%,1588
2367,32.4061856000,-15.5614247200,337.352,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,337.352 ,N/A,N/A,N/A,N/A,N/A,N/A,1223.2,2088066.5,1223.4,2089546.1,1.0,1.7%,1589
2368,32.4071822508,-15.5612406041,345.178,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,345.178 ,N/A,N/A,N/A,N/A,N/A,N/A,108.83,2088175.3,109.11,2089655.2,4.1,7.2%,1589
2369,32.4317303761,-15.5567050266,343.512,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,343.512 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2090855.9,2680.6,2092335.8,0.0,0.1%,1589
2370,32.4410614346,-15.5549804643,357.761,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,357.761 ,N/A,N/A,N/A,N/A,N/A,N/A,1018.9,2091874.9,1019,2093354.9,0.8,1.4%,1590
2371,32.4564176639,-15.5569542130,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,1661.6,2093536.5,1662.1,2095017,1.4,2.5%,1590
2372,32.4811911017,-15.5601364723,385.574,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,385.574 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2096217.1,2681.5,2097698.5,1.5,2.6%,1590
2373,32.4821252245,-15.5602564457,378.759,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,378.759 ,N/A,N/A,N/A,N/A,N/A,N/A,101.07,2096318.2,101.3,2097799.8,3.9,6.7%,1591
2374,32.5061577747,-15.5594243988,501.333,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,501.333 ,N/A,N/A,N/A,N/A,N/A,N/A,2579.5,2098897.7,2582.4,2100382.2,2.7,4.8%,1591
2375,32.5311318151,-15.5585570526,409.167,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2101578.2,2682.2,2103064.4,2.0,3.4%,1591
2376,32.5361405488,-15.5583830264,390.682,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,537.61,2102115.9,537.93,2103602.3,2.0,3.4%,1592
