"ID","X","Y","Elevation","Elevation (S18E023.hgt)","Elevation (S18E024.hgt)","Elevation (S18E025.hgt)","Elevation (S18E026.hgt)","Elevation (S18E027.hgt)","Elevation (S18E034.hgt)","Elevation (S18E035.hgt)","Elevation (S19E026.hgt)","Elevation (S19E035.hgt)","Elevation (S19E036.hgt)","Elevation (S12E022.hgt)","Elevation (S12E023.hgt)","Elevation (S13E022.hgt)","Elevation (S14E022.hgt)","Elevation (S14E023.hgt)","Elevation (S15E022.hgt)","Elevation (S15E023.hgt)","Elevation (S16E022.hgt)","Elevation (S16E023.hgt)","Elevation (S16E028.hgt)","Elevation (S16E029.hgt)","Elevation (S16E030.hgt)","Elevation (S16E031.hgt)","Elevation (S16E032.hgt)","Elevation (S16E033.hgt)","Elevation (S17E023.hgt)","Elevation (S17E027.hgt)","Elevation (S17E028.hgt)","Elevation (S17E033.hgt)","Elevation (S17E034.hgt)","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
2377,32.5561097125,-15.5578064995,317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317 ,N/A,N/A,N/A,N/A,N/A,N/A,2143,2104258.8,2144.2,2105746.5,2.0,3.4%,1592
2378,32.5810884471,-15.5570831115,376.505,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,376.505 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2106939.4,2681.2,2108427.8,1.3,2.2%,1592
2379,32.5886809309,-15.5568630032,355.724,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,355.724 ,N/A,N/A,N/A,N/A,N/A,N/A,814.79,2107754.2,815.05,2109242.8,1.5,2.6%,1593
2380,32.6056152071,-15.5530129058,595.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,595.4 ,N/A,N/A,N/A,N/A,N/A,N/A,1865.8,2109620,1881.1,2111123.9,7.3,12.8%,1593
2381,32.6235077347,-15.5489434164,444.217,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,444.217 ,N/A,N/A,N/A,N/A,N/A,N/A,1971.5,2111591.4,1977.2,2113101.2,4.4,7.7%,1594
2382,32.6298603733,-15.5471706355,478.774,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,478.774 ,N/A,N/A,N/A,N/A,N/A,N/A,709.13,2112300.6,709.97,2113811.2,2.8,4.9%,1594
2383,32.6522537648,-15.5409203945,485.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,485.71 ,N/A,N/A,N/A,N/A,N/A,N/A,2499.8,2114800.4,2499.8,2116311,0.2,0.3%,1595
2384,32.6524049748,-15.5425476085,460.696,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,460.696 ,N/A,N/A,N/A,N/A,N/A,N/A,180.79,2114981.2,182.51,2116493.5,7.9,13.8%,1595
2385,32.6528276411,-15.5470959462,399.631,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,399.631 ,N/A,N/A,N/A,N/A,N/A,N/A,505.33,2115486.5,509.01,2117002.5,6.9,12.1%,1596
2386,32.6635375845,-15.5590255767,522.671,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,522.671 ,N/A,N/A,N/A,N/A,N/A,N/A,1750,2117236.5,1754.3,2118756.8,4.0,7.0%,1597
2387,32.6673626856,-15.5580147595,495.997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,495.997 ,N/A,N/A,N/A,N/A,N/A,N/A,425.28,2117661.7,426.11,2119182.9,3.6,6.3%,1597
2388,32.6900463497,-15.5520194818,474.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,474.71 ,N/A,N/A,N/A,N/A,N/A,N/A,2522,2120183.8,2522.1,2121705,0.5,0.8%,1598
2389,32.6888258944,-15.5528276089,405.336,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,405.336 ,N/A,N/A,N/A,N/A,N/A,N/A,158.54,2120342.3,173.06,2121878.1,23.6,43.8%,1598
2390,32.6681903148,-15.5664913492,517.751,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,517.751 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2123022.9,2682.9,2124561,2.4,4.2%,1598
2391,32.6479821204,-15.5798685018,470.394,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,470.394 ,N/A,N/A,N/A,N/A,N/A,N/A,2624.7,2125647.6,2625.2,2127186.2,1.0,1.8%,1599
2392,32.6484922652,-15.5797670008,475.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,475.21 ,N/A,N/A,N/A,N/A,N/A,N/A,55.857,2125703.5,56.064,2127242.2,4.9,8.6%,1599
2393,32.6729739333,-15.5748952371,527.556,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,527.556 ,N/A,N/A,N/A,N/A,N/A,N/A,2680.6,2128384.1,2681.1,2129923.3,1.1,2.0%,1599
2394,32.6748763827,-15.5745165899,622.679,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,622.679 ,N/A,N/A,N/A,N/A,N/A,N/A,208.31,2128592.4,229,2130152.3,24.5,45.7%,1600
2395,32.6809081047,-15.5805468295,865.204,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,865.204 ,N/A,N/A,N/A,N/A,N/A,N/A,929.4,2129521.8,960.52,2131112.9,14.6,26.1%,1601
2396,32.6939267587,-15.5746158676,787.856,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,787.856 ,N/A,N/A,N/A,N/A,N/A,N/A,1542.9,2131064.7,1544.8,2132657.7,2.9,5.0%,1601
2397,32.6967234346,-15.5733416862,776.436,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,776.436 ,N/A,N/A,N/A,N/A,N/A,N/A,331.45,2131396.1,331.65,2132989.3,2.0,3.4%,1602
2398,32.7034398449,-15.5740630620,707.466,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,707.466 ,N/A,N/A,N/A,N/A,N/A,N/A,724.8,2132120.9,728.07,2133717.4,5.4,9.5%,1603
2399,32.7117245628,-15.5698113321,792.564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,792.564 ,N/A,N/A,N/A,N/A,N/A,N/A,1005.5,2133126.4,1009.1,2134726.5,4.8,8.5%,1604
2400,32.7144166044,-15.5675244189,719.289,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,719.289 ,N/A,N/A,N/A,N/A,N/A,N/A,383.95,2133510.3,390.88,2135117.3,10.8,19.1%,1605
2401,32.7165182779,-15.5669272134,687.402,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,687.402 ,N/A,N/A,N/A,N/A,N/A,N/A,234.92,2133745.3,237.07,2135354.4,7.7,13.6%,1605
2402,32.7197880896,-15.5659980346,668.262,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,668.262 ,N/A,N/A,N/A,N/A,N/A,N/A,365.49,2134110.7,365.99,2135720.4,3.0,5.2%,1606
2403,32.7240675877,-15.5641780567,726.388,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,726.388 ,N/A,N/A,N/A,N/A,N/A,N/A,501.27,2134612,504.62,2136225,6.6,11.6%,1607
2404,32.7301451085,-15.5612109432,571.494,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,571.494 ,N/A,N/A,N/A,N/A,N/A,N/A,729.91,2135341.9,746.16,2136971.2,12.0,21.2%,1608
2405,32.7372841055,-15.5564243487,372.825,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,372.825 ,N/A,N/A,N/A,N/A,N/A,N/A,931.1,2136273,952.06,2137923.2,12.0,21.3%,1609
2406,32.7379168616,-15.5551869490,437.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,437.06 ,N/A,N/A,N/A,N/A,N/A,N/A,152.82,2136425.8,165.77,2138089,22.8,42.0%,1609
2407,32.7411029118,-15.5489562483,699.464,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,699.464 ,N/A,N/A,N/A,N/A,N/A,N/A,769.51,2137195.4,813.02,2138902,18.8,34.1%,1610
2408,32.7443600051,-15.5455244454,813.186,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,813.186 ,N/A,N/A,N/A,N/A,N/A,N/A,516.02,2137711.4,528.41,2139430.4,12.4,22.0%,1611
2409,32.7462175546,-15.5452176101,793.031,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,793.031 ,N/A,N/A,N/A,N/A,N/A,N/A,202.14,2137913.5,203.14,2139633.6,5.7,10.0%,1612
2410,32.7573348965,-15.5454669195,641.574,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,641.574 ,N/A,N/A,N/A,N/A,N/A,N/A,1192.9,2139106.4,1202.5,2140836.1,7.2,12.7%,1612
2411,32.7580435760,-15.5454828017,631.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,631.68 ,N/A,N/A,N/A,N/A,N/A,N/A,76.042,2139182.5,76.683,2140912.8,7.4,13.0%,1613
2412,32.7664886353,-15.5464481020,674.495,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,674.495 ,N/A,N/A,N/A,N/A,N/A,N/A,912.2,2140094.7,913.2,2141826,2.7,4.7%,1614
2413,32.7712192656,-15.5471988003,613.994,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,613.994 ,N/A,N/A,N/A,N/A,N/A,N/A,514.22,2140608.9,517.77,2142343.7,6.7,11.8%,1615
2414,32.7795309016,-15.5483396744,629.102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,629.102 ,N/A,N/A,N/A,N/A,N/A,N/A,900.5,2141509.4,900.62,2143244.3,1.0,1.7%,1616
2415,32.7819867555,-15.5491313341,675.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,675.3 ,N/A,N/A,N/A,N/A,N/A,N/A,277.63,2141787,281.44,2143525.8,9.4,16.6%,1616
2416,32.7853808490,-15.5502253936,748.657,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,748.657 ,N/A,N/A,N/A,N/A,N/A,N/A,383.69,2142170.7,390.64,2143916.4,10.8,19.1%,1617
2417,32.7901657374,-15.5520105411,809.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,809.65 ,N/A,N/A,N/A,N/A,N/A,N/A,549.97,2142720.7,553.35,2144469.8,6.3,11.1%,1618
2418,32.8011224446,-15.5557595110,581.089,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,581.089 ,N/A,N/A,N/A,N/A,N/A,N/A,1246.4,2143967,1267.2,2145736.9,10.4,18.3%,1619
2419,32.8057857823,-15.5559224287,474.016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,474.016 ,N/A,N/A,N/A,N/A,N/A,N/A,500.55,2144467.6,511.87,2146248.8,12.1,21.4%,1619
2420,32.8095590573,-15.5560541858,442.373,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,442.373 ,N/A,N/A,N/A,N/A,N/A,N/A,405.01,2144872.6,406.25,2146655,4.5,7.8%,1620
2421,32.8184521520,-15.5572562841,507.235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,507.235 ,N/A,N/A,N/A,N/A,N/A,N/A,963.17,2145835.8,965.35,2147620.4,3.9,6.7%,1621
2422,32.8246077490,-15.5562818486,598.608,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,598.608 ,N/A,N/A,N/A,N/A,N/A,N/A,669.04,2146504.8,675.25,2148295.6,7.8,13.7%,1622
2423,32.8305202704,-15.5572587709,312.215,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,312.215 ,N/A,N/A,N/A,N/A,N/A,N/A,643.37,2147148.2,704.23,2148999.9,24.0,44.5%,1622
2424,32.8330560901,-15.5576777261,308.514,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,308.514 ,N/A,N/A,N/A,N/A,N/A,N/A,275.93,2147424.1,275.96,2149275.8,0.8,1.3%,1623
2425,32.8367031574,-15.5596440426,293.422,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,293.422 ,N/A,N/A,N/A,N/A,N/A,N/A,447.64,2147871.8,447.9,2149723.7,1.9,3.4%,1624
2426,32.8419320169,-15.5600074835,279.101,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,279.101 ,N/A,N/A,N/A,N/A,N/A,N/A,562.32,2148434.1,562.5,2150286.2,1.5,2.5%,1625
2427,32.8533883749,-15.5584103705,332.009,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,332.009 ,N/A,N/A,N/A,N/A,N/A,N/A,1241.5,2149675.6,1242.6,2151528.9,2.4,4.3%,1626
2428,32.8547829167,-15.5587081789,322.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,322.69 ,N/A,N/A,N/A,N/A,N/A,N/A,153.17,2149828.8,153.46,2151682.3,3.5,6.1%,1626
2429,32.8594905735,-15.5597134660,308.015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,308.015 ,N/A,N/A,N/A,N/A,N/A,N/A,517.08,2150345.8,517.29,2152199.6,1.6,2.8%,1627
2430,32.8667380012,-15.5527101414,234.592,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,234.592 ,N/A,N/A,N/A,N/A,N/A,N/A,1097.7,2151443.5,1100.1,2153299.8,3.8,6.7%,1628
2431,32.8766695542,-15.5529964271,227.545,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,227.545 ,N/A,N/A,N/A,N/A,N/A,N/A,1065.8,2152509.4,1065.8,2154365.6,0.4,0.7%,1628
2432,32.8783024559,-15.5530434720,225.084,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,225.084 ,N/A,N/A,N/A,N/A,N/A,N/A,175.24,2152684.6,175.25,2154540.9,0.8,1.4%,1629
2433,32.8891925046,-15.5628123379,241.643,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,241.643 ,N/A,N/A,N/A,N/A,N/A,N/A,1591.6,2154276.1,1591.6,2156132.5,0.6,1.0%,1630
2434,32.8969947985,-15.5661281974,241.545,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,241.545 ,N/A,N/A,N/A,N/A,N/A,N/A,913.8,2155189.9,913.8,2157046.3,0.0,0.0%,1630
2435,32.9008445957,-15.5677641987,320.567,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,320.567 ,N/A,N/A,N/A,N/A,N/A,N/A,450.88,2155640.8,457.75,2157504,9.9,17.5%,1631
2436,32.9109651303,-15.5699012681,357.623,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,357.623 ,N/A,N/A,N/A,N/A,N/A,N/A,1111,2156751.8,1111.6,2158615.7,1.9,3.3%,1632
2437,32.9212802572,-15.5713970781,403.412,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,403.412 ,N/A,N/A,N/A,N/A,N/A,N/A,1118.7,2157870.5,1119.6,2159735.3,2.3,4.1%,1632
2438,32.9235191107,-15.5717216965,349.452,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,349.452 ,N/A,N/A,N/A,N/A,N/A,N/A,242.81,2158113.3,248.73,2159984,12.5,22.2%,1633
2439,32.9344299455,-15.5745442712,314.553,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,314.553 ,N/A,N/A,N/A,N/A,N/A,N/A,1211.2,2159324.6,1211.7,2161195.8,1.7,2.9%,1634
2440,32.9458359687,-15.5737513491,555.935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,555.935 ,N/A,N/A,N/A,N/A,N/A,N/A,1226.5,2160551.1,1250.1,2162445.8,11.1,19.7%,1634
2441,32.9479007521,-15.5736077721,490.734,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,490.734 ,N/A,N/A,N/A,N/A,N/A,N/A,222.03,2160773.1,231.41,2162677.2,16.4,29.4%,1635
2442,32.9605416798,-15.5751312946,266.422,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,266.422 ,N/A,N/A,N/A,N/A,N/A,N/A,1366.3,2162139.4,1384.6,2164061.8,9.3,16.4%,1636
2443,32.9707154896,-15.5746989025,278.179,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,278.179 ,N/A,N/A,N/A,N/A,N/A,N/A,1092.3,2163231.7,1092.3,2165154.2,0.6,1.1%,1636
2444,32.9843739870,-15.5741177620,190.937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,190.937 ,N/A,N/A,N/A,N/A,N/A,N/A,1466.4,2164698.1,1469,2166623.1,3.4,5.9%,1637
2445,32.9897711161,-15.5702401527,214.111,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,214.111 ,N/A,N/A,N/A,N/A,N/A,N/A,720.57,2165418.7,720.94,2167344.1,1.8,3.2%,1638
2446,32.9932581708,-15.5731513508,204.834,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,204.834 ,N/A,N/A,N/A,N/A,N/A,N/A,493.62,2165912.3,493.71,2167837.8,1.1,1.9%,1638
2447,32.9985869565,-15.5775999137,198.093,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,198.093 ,N/A,N/A,N/A,N/A,N/A,N/A,754.31,2166666.6,754.34,2168592.1,0.5,0.9%,1639
2448,33.0047459862,-15.5822636084,208.785,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,208.785 ,N/A,N/A,N/A,N/A,N/A,838.27,2167504.9,838.34,2169430.5,0.7,1.3%,1640
2449,33.0082897359,-15.5853182422,280.732,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,280.732 ,N/A,N/A,N/A,N/A,N/A,508.63,2168013.5,513.7,2169944.2,8.1,14.1%,1641
2450,33.0085853481,-15.5905462492,336.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,336.7 ,N/A,N/A,N/A,N/A,N/A,579.37,2168592.9,582.07,2170526.2,5.5,9.7%,1641
2451,33.0090716878,-15.5991468741,164.668,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,164.668 ,N/A,N/A,N/A,N/A,N/A,953.13,2169546,968.53,2171494.8,10.2,18.0%,1642
2452,33.0126700133,-15.6057107106,175.017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,175.017 ,N/A,N/A,N/A,N/A,N/A,822.47,2170368.5,822.53,2172317.3,0.7,1.3%,1643
